col1, col2, col3, col4, col5, pk, col1, col2, col3, pk2
43, 57, 37, 42, 12, 7, 35, 43, 28, 9
43, 57, 37, 42, 12, 7, 71, 43, 3, 10
73, 97, 33, 91, 34, 4, 79, 73, 60, 1
31, 93, 13, 19, 33, 9, 27, 31, 11, 4
31, 93, 13, 19, 33, 9, 74, 31, 19, 4
43, 40, 82, 60, 55, 7, 35, 43, 28, 9
43, 40, 82, 60, 55, 7, 71, 43, 3, 10
61, 6, 64, 85, 9, 9, 52, 61, 56, 1
67, 94, 10, 60, 52, 9, 77, 67, 37, 7
67, 94, 10, 60, 52, 9, 24, 67, 41, 7
67, 94, 10, 60, 52, 9, 91, 67, 67, 10
31, 45, 91, 73, 62, 1, 27, 31, 11, 4
31, 45, 91, 73, 62, 1, 74, 31, 19, 4
79, 69, 52, 42, 42, 3, 5, 79, 79, 8
43, 65, 76, 80, 69, 2, 35, 43, 28, 9
43, 65, 76, 80, 69, 2, 71, 43, 3, 10
73, 98, 27, 39, 99, 9, 79, 73, 60, 1
79, 16, 83, 63, 72, 3, 5, 79, 79, 8
19, 40, 76, 5, 52, 6, 14, 19, 61, 6
19, 40, 76, 5, 52, 6, 80, 19, 62, 7
19, 40, 76, 5, 52, 6, 63, 19, 28, 1
19, 17, 98, 29, 49, 3, 14, 19, 61, 6
19, 17, 98, 29, 49, 3, 80, 19, 62, 7
19, 17, 98, 29, 49, 3, 63, 19, 28, 1
61, 86, 52, 19, 57, 7, 52, 61, 56, 1
73, 87, 43, 47, 97, 9, 79, 73, 60, 1
61, 15, 62, 63, 87, 4, 52, 61, 56, 1
67, 65, 7, 77, 39, 10, 77, 67, 37, 7
67, 65, 7, 77, 39, 10, 24, 67, 41, 7
67, 65, 7, 77, 39, 10, 91, 67, 67, 10
13, 26, 49, 2, 18, 4, 95, 13, 28, 7
55, 14, 52, 34, 84, 5, 94, 55, 69, 4
31, 82, 51, 92, 29, 10, 27, 31, 11, 4
31, 82, 51, 92, 29, 10, 74, 31, 19, 4
61, 28, 18, 88, 32, 8, 52, 61, 56, 1
61, 30, 12, 23, 30, 2, 52, 61, 56, 1
13, 88, 73, 89, 2, 1, 95, 13, 28, 7
55, 85, 64, 2, 42, 3, 94, 55, 69, 4
19, 69, 46, 37, 94, 4, 14, 19, 61, 6
19, 69, 46, 37, 94, 4, 80, 19, 62, 7
19, 69, 46, 37, 94, 4, 63, 19, 28, 1
43, 51, 25, 43, 58, 9, 35, 43, 28, 9
43, 51, 25, 43, 58, 9, 71, 43, 3, 10
31, 13, 39, 88, 29, 6, 27, 31, 11, 4
31, 13, 39, 88, 29, 6, 74, 31, 19, 4
55, 20, 20, 76, 93, 3, 94, 55, 69, 4
55, 64, 72, 58, 52, 5, 94, 55, 69, 4
31, 69, 38, 66, 49, 5, 27, 31, 11, 4
31, 69, 38, 66, 49, 5, 74, 31, 19, 4
67, 93, 93, 9, 97, 2, 77, 67, 37, 7
67, 93, 93, 9, 97, 2, 24, 67, 41, 7
67, 93, 93, 9, 97, 2, 91, 67, 67, 10
31, 62, 3, 85, 37, 3, 27, 31, 11, 4
31, 62, 3, 85, 37, 3, 74, 31, 19, 4
13, 47, 11, 46, 16, 3, 95, 13, 28, 7
55, 59, 29, 56, 26, 9, 94, 55, 69, 4
55, 94, 54, 49, 47, 7, 94, 55, 69, 4
67, 90, 20, 41, 30, 4, 77, 67, 37, 7
67, 90, 20, 41, 30, 4, 24, 67, 41, 7
67, 90, 20, 41, 30, 4, 91, 67, 67, 10
19, 46, 97, 19, 73, 3, 14, 19, 61, 6
19, 46, 97, 19, 73, 3, 80, 19, 62, 7
19, 46, 97, 19, 73, 3, 63, 19, 28, 1
13, 19, 64, 92, 92, 9, 95, 13, 28, 7
79, 41, 87, 47, 27, 7, 5, 79, 79, 8
73, 69, 40, 34, 24, 5, 79, 73, 60, 1
31, 40, 62, 45, 79, 4, 27, 31, 11, 4
31, 40, 62, 45, 79, 4, 74, 31, 19, 4
19, 31, 56, 54, 100, 9, 14, 19, 61, 6
19, 31, 56, 54, 100, 9, 80, 19, 62, 7
19, 31, 56, 54, 100, 9, 63, 19, 28, 1
43, 33, 59, 5, 15, 5, 35, 43, 28, 9
43, 33, 59, 5, 15, 5, 71, 43, 3, 10
19, 1, 60, 60, 21, 7, 14, 19, 61, 6
19, 1, 60, 60, 21, 7, 80, 19, 62, 7
19, 1, 60, 60, 21, 7, 63, 19, 28, 1
13, 9, 16, 100, 65, 7, 95, 13, 28, 7
67, 93, 75, 7, 31, 6, 77, 67, 37, 7
67, 93, 75, 7, 31, 6, 24, 67, 41, 7
67, 93, 75, 7, 31, 6, 91, 67, 67, 10
55, 60, 66, 19, 84, 9, 94, 55, 69, 4
19, 96, 56, 69, 62, 1, 14, 19, 61, 6
19, 96, 56, 69, 62, 1, 80, 19, 62, 7
19, 96, 56, 69, 62, 1, 63, 19, 28, 1
73, 2, 78, 47, 53, 8, 79, 73, 60, 1
55, 35, 2, 80, 98, 8, 94, 55, 69, 4
67, 62, 23, 56, 7, 4, 77, 67, 37, 7
67, 62, 23, 56, 7, 4, 24, 67, 41, 7
67, 62, 23, 56, 7, 4, 91, 67, 67, 10
73, 25, 6, 24, 35, 6, 79, 73, 60, 1
73, 52, 42, 97, 29, 6, 79, 73, 60, 1
31, 54, 91, 26, 19, 7, 27, 31, 11, 4
31, 54, 91, 26, 19, 7, 74, 31, 19, 4
55, 61, 35, 23, 74, 9, 94, 55, 69, 4
19, 65, 34, 24, 16, 5, 14, 19, 61, 6
19, 65, 34, 24, 16, 5, 80, 19, 62, 7
19, 65, 34, 24, 16, 5, 63, 19, 28, 1
85, 87, 61, 36, 56, 3, 6, 85, 80, 7
85, 87, 61, 36, 56, 3, 31, 85, 37, 4
85, 87, 61, 36, 56, 3, 36, 85, 4, 7
61, 99, 55, 71, 61, 6, 52, 61, 56, 1
13, 68, 93, 55, 27, 6, 95, 13, 28, 7
19, 89, 31, 13, 34, 10, 14, 19, 61, 6
19, 89, 31, 13, 34, 10, 80, 19, 62, 7
19, 89, 31, 13, 34, 10, 63, 19, 28, 1
13, 79, 59, 3, 95, 9, 95, 13, 28, 7
79, 12, 70, 23, 82, 6, 5, 79, 79, 8
13, 21, 40, 70, 34, 6, 95, 13, 28, 7
13, 34, 89, 20, 95, 7, 95, 13, 28, 7
13, 23, 49, 48, 74, 2, 95, 13, 28, 7
61, 1, 52, 24, 79, 10, 52, 61, 56, 1
13, 79, 9, 6, 49, 5, 95, 13, 28, 7
31, 32, 76, 99, 63, 8, 27, 31, 11, 4
31, 32, 76, 99, 63, 8, 74, 31, 19, 4
13, 94, 40, 10, 14, 8, 95, 13, 28, 7
85, 24, 18, 62, 23, 9, 6, 85, 80, 7
85, 24, 18, 62, 23, 9, 31, 85, 37, 4
85, 24, 18, 62, 23, 9, 36, 85, 4, 7
19, 12, 5, 95, 42, 4, 14, 19, 61, 6
19, 12, 5, 95, 42, 4, 80, 19, 62, 7
19, 12, 5, 95, 42, 4, 63, 19, 28, 1
79, 47, 72, 79, 69, 7, 5, 79, 79, 8
13, 98, 23, 79, 3, 1, 95, 13, 28, 7
67, 78, 36, 6, 6, 3, 77, 67, 37, 7
67, 78, 36, 6, 6, 3, 24, 67, 41, 7
67, 78, 36, 6, 6, 3, 91, 67, 67, 10
19, 4, 3, 18, 98, 8, 14, 19, 61, 6
19, 4, 3, 18, 98, 8, 80, 19, 62, 7
19, 4, 3, 18, 98, 8, 63, 19, 28, 1
13, 84, 64, 18, 92, 9, 95, 13, 28, 7
43, 72, 92, 40, 40, 4, 35, 43, 28, 9
43, 72, 92, 40, 40, 4, 71, 43, 3, 10
13, 79, 10, 35, 30, 2, 95, 13, 28, 7
19, 53, 37, 11, 34, 4, 14, 19, 61, 6
19, 53, 37, 11, 34, 4, 80, 19, 62, 7
19, 53, 37, 11, 34, 4, 63, 19, 28, 1
67, 77, 81, 37, 86, 4, 77, 67, 37, 7
67, 77, 81, 37, 86, 4, 24, 67, 41, 7
67, 77, 81, 37, 86, 4, 91, 67, 67, 10
13, 42, 11, 11, 68, 4, 95, 13, 28, 7
13, 42, 32, 72, 23, 8, 95, 13, 28, 7
31, 87, 12, 5, 2, 2, 27, 31, 11, 4
31, 87, 12, 5, 2, 2, 74, 31, 19, 4
31, 17, 75, 10, 7, 10, 27, 31, 11, 4
31, 17, 75, 10, 7, 10, 74, 31, 19, 4
31, 76, 9, 1, 12, 7, 27, 31, 11, 4
31, 76, 9, 1, 12, 7, 74, 31, 19, 4
31, 85, 33, 27, 80, 7, 27, 31, 11, 4
31, 85, 33, 27, 80, 7, 74, 31, 19, 4
19, 52, 38, 65, 74, 2, 14, 19, 61, 6
19, 52, 38, 65, 74, 2, 80, 19, 62, 7
19, 52, 38, 65, 74, 2, 63, 19, 28, 1
67, 34, 52, 66, 94, 5, 77, 67, 37, 7
67, 34, 52, 66, 94, 5, 24, 67, 41, 7
67, 34, 52, 66, 94, 5, 91, 67, 67, 10
19, 11, 14, 45, 91, 3, 14, 19, 61, 6
19, 11, 14, 45, 91, 3, 80, 19, 62, 7
19, 11, 14, 45, 91, 3, 63, 19, 28, 1
79, 28, 52, 80, 17, 4, 5, 79, 79, 8
79, 83, 33, 70, 91, 3, 5, 79, 79, 8
85, 38, 52, 26, 91, 8, 6, 85, 80, 7
85, 38, 52, 26, 91, 8, 31, 85, 37, 4
85, 38, 52, 26, 91, 8, 36, 85, 4, 7
61, 5, 45, 89, 73, 9, 52, 61, 56, 1
31, 36, 71, 4, 80, 1, 27, 31, 11, 4
31, 36, 71, 4, 80, 1, 74, 31, 19, 4
79, 70, 53, 42, 48, 8, 5, 79, 79, 8
55, 68, 44, 77, 40, 1, 94, 55, 69, 4
79, 54, 4, 20, 66, 6, 5, 79, 79, 8
61, 42, 2, 5, 90, 9, 52, 61, 56, 1
73, 29, 70, 89, 29, 9, 79, 73, 60, 1
19, 23, 33, 82, 48, 9, 14, 19, 61, 6
19, 23, 33, 82, 48, 9, 80, 19, 62, 7
19, 23, 33, 82, 48, 9, 63, 19, 28, 1
79, 84, 37, 3, 1, 10, 5, 79, 79, 8
43, 50, 14, 90, 92, 6, 35, 43, 28, 9
43, 50, 14, 90, 92, 6, 71, 43, 3, 10
67, 72, 53, 11, 84, 5, 77, 67, 37, 7
67, 72, 53, 11, 84, 5, 24, 67, 41, 7
67, 72, 53, 11, 84, 5, 91, 67, 67, 10
73, 15, 62, 33, 62, 7, 79, 73, 60, 1
43, 91, 62, 33, 84, 5, 35, 43, 28, 9
43, 91, 62, 33, 84, 5, 71, 43, 3, 10
79, 15, 71, 73, 87, 9, 5, 79, 79, 8
43, 84, 5, 31, 39, 8, 35, 43, 28, 9
43, 84, 5, 31, 39, 8, 71, 43, 3, 10
43, 9, 18, 73, 75, 8, 35, 43, 28, 9
43, 9, 18, 73, 75, 8, 71, 43, 3, 10
55, 34, 82, 75, 89, 3, 94, 55, 69, 4
19, 96, 15, 85, 39, 1, 14, 19, 61, 6
19, 96, 15, 85, 39, 1, 80, 19, 62, 7
19, 96, 15, 85, 39, 1, 63, 19, 28, 1
19, 63, 26, 9, 57, 1, 14, 19, 61, 6
19, 63, 26, 9, 57, 1, 80, 19, 62, 7
19, 63, 26, 9, 57, 1, 63, 19, 28, 1
85, 82, 51, 64, 9, 7, 6, 85, 80, 7
85, 82, 51, 64, 9, 7, 31, 85, 37, 4
85, 82, 51, 64, 9, 7, 36, 85, 4, 7
55, 22, 20, 54, 71, 7, 94, 55, 69, 4
79, 52, 64, 81, 100, 3, 5, 79, 79, 8
31, 79, 71, 36, 15, 4, 27, 31, 11, 4
31, 79, 71, 36, 15, 4, 74, 31, 19, 4
79, 11, 28, 58, 32, 10, 5, 79, 79, 8
13, 68, 83, 4, 62, 8, 95, 13, 28, 7
79, 50, 60, 35, 79, 1, 5, 79, 79, 8
13, 77, 37, 20, 13, 6, 95, 13, 28, 7
13, 30, 94, 98, 20, 5, 95, 13, 28, 7
43, 97, 62, 93, 74, 1, 35, 43, 28, 9
43, 97, 62, 93, 74, 1, 71, 43, 3, 10
55, 26, 98, 38, 92, 2, 94, 55, 69, 4
79, 57, 47, 91, 44, 8, 5, 79, 79, 8
31, 64, 88, 22, 2, 3, 27, 31, 11, 4
31, 64, 88, 22, 2, 3, 74, 31, 19, 4
43, 36, 4, 71, 50, 5, 35, 43, 28, 9
43, 36, 4, 71, 50, 5, 71, 43, 3, 10
13, 22, 63, 33, 57, 7, 95, 13, 28, 7
55, 98, 78, 80, 44, 10, 94, 55, 69, 4
79, 70, 42, 8, 36, 10, 5, 79, 79, 8
79, 63, 38, 5, 99, 2, 5, 79, 79, 8
31, 85, 89, 64, 93, 9, 27, 31, 11, 4
31, 85, 89, 64, 93, 9, 74, 31, 19, 4
61, 17, 69, 12, 60, 7, 52, 61, 56, 1
55, 92, 86, 42, 37, 6, 94, 55, 69, 4
61, 68, 23, 66, 43, 7, 52, 61, 56, 1
67, 80, 61, 16, 40, 1, 77, 67, 37, 7
67, 80, 61, 16, 40, 1, 24, 67, 41, 7
67, 80, 61, 16, 40, 1, 91, 67, 67, 10
67, 32, 60, 62, 79, 8, 77, 67, 37, 7
67, 32, 60, 62, 79, 8, 24, 67, 41, 7
67, 32, 60, 62, 79, 8, 91, 67, 67, 10
61, 55, 80, 40, 9, 2, 52, 61, 56, 1
79, 75, 25, 68, 2, 3, 5, 79, 79, 8
79, 24, 70, 64, 52, 7, 5, 79, 79, 8
31, 98, 86, 78, 20, 8, 27, 31, 11, 4
31, 98, 86, 78, 20, 8, 74, 31, 19, 4
43, 79, 74, 14, 52, 5, 35, 43, 28, 9
43, 79, 74, 14, 52, 5, 71, 43, 3, 10
19, 53, 76, 23, 56, 3, 14, 19, 61, 6
19, 53, 76, 23, 56, 3, 80, 19, 62, 7
19, 53, 76, 23, 56, 3, 63, 19, 28, 1
85, 54, 53, 89, 65, 6, 6, 85, 80, 7
85, 54, 53, 89, 65, 6, 31, 85, 37, 4
85, 54, 53, 89, 65, 6, 36, 85, 4, 7
19, 5, 59, 4, 61, 2, 14, 19, 61, 6
19, 5, 59, 4, 61, 2, 80, 19, 62, 7
19, 5, 59, 4, 61, 2, 63, 19, 28, 1
43, 5, 40, 80, 95, 2, 35, 43, 28, 9
43, 5, 40, 80, 95, 2, 71, 43, 3, 10
13, 49, 1, 60, 87, 8, 95, 13, 28, 7
85, 73, 8, 3, 52, 6, 6, 85, 80, 7
85, 73, 8, 3, 52, 6, 31, 85, 37, 4
85, 73, 8, 3, 52, 6, 36, 85, 4, 7
43, 55, 64, 1, 53, 2, 35, 43, 28, 9
43, 55, 64, 1, 53, 2, 71, 43, 3, 10
61, 61, 15, 31, 94, 1, 52, 61, 56, 1
73, 9, 81, 97, 56, 5, 79, 73, 60, 1
61, 81, 60, 19, 76, 4, 52, 61, 56, 1
13, 87, 36, 96, 90, 8, 95, 13, 28, 7
31, 27, 34, 62, 16, 2, 27, 31, 11, 4
31, 27, 34, 62, 16, 2, 74, 31, 19, 4
85, 94, 37, 12, 35, 6, 6, 85, 80, 7
85, 94, 37, 12, 35, 6, 31, 85, 37, 4
85, 94, 37, 12, 35, 6, 36, 85, 4, 7
55, 27, 97, 59, 82, 5, 94, 55, 69, 4
73, 82, 69, 31, 67, 3, 79, 73, 60, 1
43, 11, 17, 45, 70, 2, 35, 43, 28, 9
43, 11, 17, 45, 70, 2, 71, 43, 3, 10
13, 8, 53, 81, 99, 10, 95, 13, 28, 7
31, 62, 75, 20, 73, 10, 27, 31, 11, 4
31, 62, 75, 20, 73, 10, 74, 31, 19, 4
67, 27, 4, 75, 11, 4, 77, 67, 37, 7
67, 27, 4, 75, 11, 4, 24, 67, 41, 7
67, 27, 4, 75, 11, 4, 91, 67, 67, 10
55, 84, 8, 57, 42, 9, 94, 55, 69, 4
85, 11, 89, 13, 96, 7, 6, 85, 80, 7
85, 11, 89, 13, 96, 7, 31, 85, 37, 4
85, 11, 89, 13, 96, 7, 36, 85, 4, 7
67, 20, 85, 17, 5, 4, 77, 67, 37, 7
67, 20, 85, 17, 5, 4, 24, 67, 41, 7
67, 20, 85, 17, 5, 4, 91, 67, 67, 10
85, 29, 84, 73, 73, 3, 6, 85, 80, 7
85, 29, 84, 73, 73, 3, 31, 85, 37, 4
85, 29, 84, 73, 73, 3, 36, 85, 4, 7
67, 49, 95, 14, 75, 7, 77, 67, 37, 7
67, 49, 95, 14, 75, 7, 24, 67, 41, 7
67, 49, 95, 14, 75, 7, 91, 67, 67, 10
19, 79, 95, 16, 72, 4, 14, 19, 61, 6
19, 79, 95, 16, 72, 4, 80, 19, 62, 7
19, 79, 95, 16, 72, 4, 63, 19, 28, 1
79, 7, 15, 39, 41, 4, 5, 79, 79, 8
85, 75, 55, 11, 85, 5, 6, 85, 80, 7
85, 75, 55, 11, 85, 5, 31, 85, 37, 4
85, 75, 55, 11, 85, 5, 36, 85, 4, 7
61, 66, 27, 46, 54, 9, 52, 61, 56, 1
55, 60, 37, 26, 77, 1, 94, 55, 69, 4
31, 100, 16, 73, 73, 1, 27, 31, 11, 4
31, 100, 16, 73, 73, 1, 74, 31, 19, 4
31, 44, 48, 69, 59, 5, 27, 31, 11, 4
31, 44, 48, 69, 59, 5, 74, 31, 19, 4
79, 97, 83, 7, 75, 9, 5, 79, 79, 8
55, 73, 13, 99, 20, 3, 94, 55, 69, 4
13, 45, 94, 54, 45, 3, 95, 13, 28, 7
67, 31, 21, 87, 72, 4, 77, 67, 37, 7
67, 31, 21, 87, 72, 4, 24, 67, 41, 7
67, 31, 21, 87, 72, 4, 91, 67, 67, 10
61, 53, 76, 6, 16, 4, 52, 61, 56, 1
13, 36, 20, 23, 46, 2, 95, 13, 28, 7
13, 84, 46, 20, 72, 6, 95, 13, 28, 7
19, 94, 96, 22, 79, 7, 14, 19, 61, 6
19, 94, 96, 22, 79, 7, 80, 19, 62, 7
19, 94, 96, 22, 79, 7, 63, 19, 28, 1
73, 43, 84, 49, 30, 6, 79, 73, 60, 1
61, 78, 24, 34, 23, 2, 52, 61, 56, 1
43, 26, 20, 91, 50, 5, 35, 43, 28, 9
43, 26, 20, 91, 50, 5, 71, 43, 3, 10
31, 2, 34, 4, 4, 7, 27, 31, 11, 4
31, 2, 34, 4, 4, 7, 74, 31, 19, 4
31, 90, 29, 33, 54, 8, 27, 31, 11, 4
31, 90, 29, 33, 54, 8, 74, 31, 19, 4
85, 52, 20, 27, 56, 3, 6, 85, 80, 7
85, 52, 20, 27, 56, 3, 31, 85, 37, 4
85, 52, 20, 27, 56, 3, 36, 85, 4, 7
19, 11, 22, 39, 93, 1, 14, 19, 61, 6
19, 11, 22, 39, 93, 1, 80, 19, 62, 7
19, 11, 22, 39, 93, 1, 63, 19, 28, 1
43, 22, 82, 36, 22, 1, 35, 43, 28, 9
43, 22, 82, 36, 22, 1, 71, 43, 3, 10
31, 13, 84, 19, 59, 4, 27, 31, 11, 4
31, 13, 84, 19, 59, 4, 74, 31, 19, 4
85, 28, 86, 34, 80, 9, 6, 85, 80, 7
85, 28, 86, 34, 80, 9, 31, 85, 37, 4
85, 28, 86, 34, 80, 9, 36, 85, 4, 7
19, 81, 83, 82, 37, 9, 14, 19, 61, 6
19, 81, 83, 82, 37, 9, 80, 19, 62, 7
19, 81, 83, 82, 37, 9, 63, 19, 28, 1
19, 15, 4, 89, 41, 9, 14, 19, 61, 6
19, 15, 4, 89, 41, 9, 80, 19, 62, 7
19, 15, 4, 89, 41, 9, 63, 19, 28, 1
85, 40, 24, 90, 63, 6, 6, 85, 80, 7
85, 40, 24, 90, 63, 6, 31, 85, 37, 4
85, 40, 24, 90, 63, 6, 36, 85, 4, 7
85, 9, 74, 77, 5, 1, 6, 85, 80, 7
85, 9, 74, 77, 5, 1, 31, 85, 37, 4
85, 9, 74, 77, 5, 1, 36, 85, 4, 7
19, 29, 58, 42, 79, 5, 14, 19, 61, 6
19, 29, 58, 42, 79, 5, 80, 19, 62, 7
19, 29, 58, 42, 79, 5, 63, 19, 28, 1
55, 38, 51, 24, 15, 8, 94, 55, 69, 4
19, 32, 41, 69, 9, 4, 14, 19, 61, 6
19, 32, 41, 69, 9, 4, 80, 19, 62, 7
19, 32, 41, 69, 9, 4, 63, 19, 28, 1
85, 2, 29, 77, 54, 8, 6, 85, 80, 7
85, 2, 29, 77, 54, 8, 31, 85, 37, 4
85, 2, 29, 77, 54, 8, 36, 85, 4, 7
43, 58, 40, 100, 97, 8, 35, 43, 28, 9
43, 58, 40, 100, 97, 8, 71, 43, 3, 10
73, 23, 33, 55, 92, 3, 79, 73, 60, 1
13, 47, 49, 91, 57, 10, 95, 13, 28, 7
55, 67, 76, 59, 66, 8, 94, 55, 69, 4
67, 100, 78, 78, 4, 1, 77, 67, 37, 7
67, 100, 78, 78, 4, 1, 24, 67, 41, 7
67, 100, 78, 78, 4, 1, 91, 67, 67, 10
85, 73, 45, 98, 31, 8, 6, 85, 80, 7
85, 73, 45, 98, 31, 8, 31, 85, 37, 4
85, 73, 45, 98, 31, 8, 36, 85, 4, 7
43, 93, 75, 45, 42, 4, 35, 43, 28, 9
43, 93, 75, 45, 42, 4, 71, 43, 3, 10
55, 78, 78, 82, 37, 4, 94, 55, 69, 4
19, 6, 80, 25, 54, 2, 14, 19, 61, 6
19, 6, 80, 25, 54, 2, 80, 19, 62, 7
19, 6, 80, 25, 54, 2, 63, 19, 28, 1
61, 66, 55, 44, 16, 4, 52, 61, 56, 1
31, 33, 6, 51, 35, 6, 27, 31, 11, 4
31, 33, 6, 51, 35, 6, 74, 31, 19, 4
67, 65, 26, 78, 63, 8, 77, 67, 37, 7
67, 65, 26, 78, 63, 8, 24, 67, 41, 7
67, 65, 26, 78, 63, 8, 91, 67, 67, 10
55, 99, 33, 15, 5, 2, 94, 55, 69, 4
61, 8, 59, 69, 29, 8, 52, 61, 56, 1
19, 29, 83, 80, 100, 6, 14, 19, 61, 6
19, 29, 83, 80, 100, 6, 80, 19, 62, 7
19, 29, 83, 80, 100, 6, 63, 19, 28, 1
31, 67, 12, 12, 35, 4, 27, 31, 11, 4
31, 67, 12, 12, 35, 4, 74, 31, 19, 4
79, 63, 77, 48, 34, 2, 5, 79, 79, 8
43, 42, 99, 37, 71, 5, 35, 43, 28, 9
43, 42, 99, 37, 71, 5, 71, 43, 3, 10
13, 39, 28, 53, 59, 1, 95, 13, 28, 7
19, 22, 13, 81, 100, 4, 14, 19, 61, 6
19, 22, 13, 81, 100, 4, 80, 19, 62, 7
19, 22, 13, 81, 100, 4, 63, 19, 28, 1
73, 16, 14, 23, 43, 2, 79, 73, 60, 1
31, 15, 33, 34, 4, 9, 27, 31, 11, 4
31, 15, 33, 34, 4, 9, 74, 31, 19, 4
61, 80, 53, 91, 32, 9, 52, 61, 56, 1
73, 26, 26, 61, 51, 6, 79, 73, 60, 1
43, 98, 80, 41, 48, 1, 35, 43, 28, 9
43, 98, 80, 41, 48, 1, 71, 43, 3, 10
13, 6, 95, 12, 40, 4, 95, 13, 28, 7
73, 38, 98, 27, 78, 5, 79, 73, 60, 1
55, 47, 52, 35, 84, 9, 94, 55, 69, 4
13, 32, 87, 46, 85, 9, 95, 13, 28, 7
19, 11, 5, 4, 62, 7, 14, 19, 61, 6
19, 11, 5, 4, 62, 7, 80, 19, 62, 7
19, 11, 5, 4, 62, 7, 63, 19, 28, 1
19, 9, 99, 77, 98, 5, 14, 19, 61, 6
19, 9, 99, 77, 98, 5, 80, 19, 62, 7
19, 9, 99, 77, 98, 5, 63, 19, 28, 1
61, 98, 8, 68, 58, 3, 52, 61, 56, 1
31, 26, 77, 33, 27, 1, 27, 31, 11, 4
31, 26, 77, 33, 27, 1, 74, 31, 19, 4
73, 22, 99, 40, 79, 8, 79, 73, 60, 1
43, 36, 56, 57, 36, 1, 35, 43, 28, 9
43, 36, 56, 57, 36, 1, 71, 43, 3, 10
61, 40, 89, 79, 9, 8, 52, 61, 56, 1
85, 64, 37, 65, 12, 2, 6, 85, 80, 7
85, 64, 37, 65, 12, 2, 31, 85, 37, 4
85, 64, 37, 65, 12, 2, 36, 85, 4, 7
85, 47, 86, 16, 74, 10, 6, 85, 80, 7
85, 47, 86, 16, 74, 10, 31, 85, 37, 4
85, 47, 86, 16, 74, 10, 36, 85, 4, 7
61, 92, 50, 96, 6, 9, 52, 61, 56, 1
31, 49, 64, 94, 5, 7, 27, 31, 11, 4
31, 49, 64, 94, 5, 7, 74, 31, 19, 4
85, 73, 80, 85, 81, 9, 6, 85, 80, 7
85, 73, 80, 85, 81, 9, 31, 85, 37, 4
85, 73, 80, 85, 81, 9, 36, 85, 4, 7
55, 38, 73, 39, 96, 8, 94, 55, 69, 4
19, 46, 3, 87, 54, 4, 14, 19, 61, 6
19, 46, 3, 87, 54, 4, 80, 19, 62, 7
19, 46, 3, 87, 54, 4, 63, 19, 28, 1
31, 40, 79, 4, 53, 8, 27, 31, 11, 4
31, 40, 79, 4, 53, 8, 74, 31, 19, 4
73, 33, 56, 17, 71, 8, 79, 73, 60, 1
31, 81, 36, 62, 53, 2, 27, 31, 11, 4
31, 81, 36, 62, 53, 2, 74, 31, 19, 4
43, 82, 71, 32, 95, 6, 35, 43, 28, 9
43, 82, 71, 32, 95, 6, 71, 43, 3, 10
43, 37, 55, 6, 73, 9, 35, 43, 28, 9
43, 37, 55, 6, 73, 9, 71, 43, 3, 10
61, 27, 30, 19, 42, 7, 52, 61, 56, 1
79, 14, 19, 21, 44, 8, 5, 79, 79, 8
19, 51, 35, 88, 36, 7, 14, 19, 61, 6
19, 51, 35, 88, 36, 7, 80, 19, 62, 7
19, 51, 35, 88, 36, 7, 63, 19, 28, 1
31, 83, 14, 71, 95, 3, 27, 31, 11, 4
31, 83, 14, 71, 95, 3, 74, 31, 19, 4
73, 52, 89, 80, 95, 1, 79, 73, 60, 1
43, 2, 95, 9, 55, 6, 35, 43, 28, 9
43, 2, 95, 9, 55, 6, 71, 43, 3, 10
61, 30, 99, 25, 99, 10, 52, 61, 56, 1
85, 61, 15, 6, 76, 10, 6, 85, 80, 7
85, 61, 15, 6, 76, 10, 31, 85, 37, 4
85, 61, 15, 6, 76, 10, 36, 85, 4, 7
61, 86, 36, 34, 11, 4, 52, 61, 56, 1
43, 92, 88, 31, 89, 5, 35, 43, 28, 9
43, 92, 88, 31, 89, 5, 71, 43, 3, 10
55, 79, 24, 13, 83, 5, 94, 55, 69, 4
13, 44, 73, 98, 81, 4, 95, 13, 28, 7
55, 17, 20, 34, 12, 2, 94, 55, 69, 4
55, 1, 12, 56, 9, 10, 94, 55, 69, 4
55, 25, 61, 92, 12, 2, 94, 55, 69, 4
67, 92, 52, 82, 82, 1, 77, 67, 37, 7
67, 92, 52, 82, 82, 1, 24, 67, 41, 7
67, 92, 52, 82, 82, 1, 91, 67, 67, 10
61, 1, 20, 14, 52, 3, 52, 61, 56, 1
19, 7, 98, 13, 39, 5, 14, 19, 61, 6
19, 7, 98, 13, 39, 5, 80, 19, 62, 7
19, 7, 98, 13, 39, 5, 63, 19, 28, 1
43, 68, 97, 8, 12, 3, 35, 43, 28, 9
43, 68, 97, 8, 12, 3, 71, 43, 3, 10
61, 34, 81, 45, 78, 10, 52, 61, 56, 1
55, 50, 82, 44, 94, 6, 94, 55, 69, 4
73, 86, 40, 71, 43, 5, 79, 73, 60, 1
85, 82, 2, 36, 80, 2, 6, 85, 80, 7
85, 82, 2, 36, 80, 2, 31, 85, 37, 4
85, 82, 2, 36, 80, 2, 36, 85, 4, 7
67, 5, 96, 31, 61, 4, 77, 67, 37, 7
67, 5, 96, 31, 61, 4, 24, 67, 41, 7
67, 5, 96, 31, 61, 4, 91, 67, 67, 10
19, 82, 26, 22, 16, 10, 14, 19, 61, 6
