col1,col2,col3,col4,col5,pk
76,98,90,22,16,4
60,71,29,44,14,4
38,90,82,43,38,4
5,6,78,93,6,9
61,24,66,81,70,4
20,13,11,7,94,9
19,32,88,6,91,9
28,47,62,25,30,1
68,12,65,88,18,8
44,7,74,83,61,10
78,39,23,42,5,8
49,83,76,40,9,6
75,51,30,12,53,3
68,60,88,10,88,1
88,14,91,80,39,8
70,23,47,91,57,4
4,63,24,51,38,7
69,82,77,4,74,2
65,44,45,15,83,10
4,11,81,84,57,10
7,10,47,97,13,1
18,10,30,51,17,9
44,70,46,95,41,7
80,68,53,18,75,3
14,98,29,79,30,1
5,14,34,12,31,8
97,71,45,46,32,6
95,17,50,77,92,9
74,34,9,47,64,1
17,78,63,43,48,8
61,96,21,30,69,4
76,51,26,27,99,2
3,29,96,75,56,6
47,31,42,69,11,4
90,71,75,10,6,10
34,45,83,16,29,4
73,89,46,88,76,10
36,79,63,31,34,9
70,6,45,87,64,3
72,46,20,41,74,7
10,62,13,70,62,3
37,97,59,55,76,5
92,37,62,67,67,8
7,34,87,26,1,7
99,74,22,58,61,2
13,91,37,74,41,10
18,100,88,51,7,2
27,60,98,29,1,3
36,79,15,100,31,4
18,38,28,57,63,4
23,15,11,72,30,2
75,43,54,82,47,8
34,100,33,79,27,10
95,26,8,26,40,10
56,42,31,49,54,7
86,5,59,84,40,5
61,44,92,15,66,8
4,51,49,17,64,10
25,22,20,25,76,7
29,92,47,70,70,4
25,3,68,67,15,2
8,13,12,73,30,6
50,88,87,35,86,7
38,13,46,81,80,8
19,15,10,21,80,10
8,9,3,18,19,8
20,32,80,15,71,4
35,63,30,40,23,8
56,10,54,80,25,8
9,28,65,18,73,5
93,56,59,99,20,10
45,6,42,93,29,1
75,78,64,66,85,9
48,55,58,36,60,1
76,62,1,35,63,4
83,37,20,69,67,6
38,1,69,78,29,2
5,10,46,38,14,4
66,66,90,2,12,9
68,29,32,1,62,4
85,89,40,89,53,6
86,64,43,1,35,10
11,99,32,43,1,10
61,67,49,69,86,4
24,23,22,50,85,10
40,54,46,41,76,8
32,68,21,22,4,6
42,52,50,95,45,4
83,15,18,67,77,8
96,3,15,2,90,2
80,83,32,84,57,1
17,39,43,45,29,1
17,14,24,12,26,3
90,89,69,38,9,9
97,35,83,49,98,9
25,7,64,82,82,7
26,27,55,83,62,3
61,7,82,39,50,2
17,95,58,40,12,7
90,50,75,60,89,1
88,76,64,73,2,9
43,71,88,24,43,5
47,91,33,60,80,10
3,66,24,11,60,4
99,69,18,42,63,6
96,20,68,34,20,2
30,19,15,81,65,9
26,69,6,94,85,6
68,73,75,2,22,8
37,61,95,24,10,7
7,44,83,55,97,6
13,60,14,80,21,8
90,77,76,49,10,10
10,84,87,76,7,9
4,70,9,67,75,1
23,77,10,71,27,1
37,85,37,80,80,2
65,99,60,17,78,9
65,76,55,95,100,5
67,35,24,4,24,8
27,53,100,68,21,4
50,5,13,5,65,5
4,65,91,86,10,7
52,40,78,38,41,7
30,81,17,2,79,4
42,93,44,49,51,6
87,61,67,7,54,3
23,59,27,64,37,4
72,65,88,45,36,10
89,18,90,30,23,6
14,39,94,100,8,7
95,43,45,26,95,10
63,89,46,47,35,1
74,17,5,77,87,6
58,50,94,49,70,2
60,38,35,35,26,7
20,92,64,75,19,4
62,85,15,23,79,5
25,44,27,45,34,5
94,35,50,92,4,9
36,68,23,40,90,6
34,6,21,53,13,6
44,85,73,75,86,7
56,78,84,57,76,6
21,79,49,35,12,5
42,54,77,82,56,1
52,11,3,43,45,9
91,25,71,94,30,10
5,68,77,62,2,10
76,62,78,29,46,10
16,29,31,99,70,8
33,43,33,97,81,9
73,76,67,95,56,2
55,90,91,8,78,6
79,99,64,57,80,5
58,4,73,42,88,9
72,94,21,42,76,3
80,28,97,44,24,8
30,50,27,24,28,7
83,84,88,98,90,7
93,63,52,80,42,1
78,52,22,49,7,6
20,41,55,36,32,10
46,58,2,30,54,7
90,35,69,26,42,2
48,3,96,55,15,6
77,100,81,45,43,4
33,34,94,36,64,8
83,35,70,35,64,3
70,40,2,70,7,3
42,16,88,56,79,5
29,18,98,84,89,8
14,5,38,80,34,5
40,68,37,74,1,4
13,78,45,93,89,5
64,84,12,30,1,5
33,13,58,26,8,4
65,55,73,48,3,10
47,76,68,26,43,5
40,70,96,34,24,9
90,22,67,75,68,7
26,23,51,98,30,2
11,82,10,36,88,6
62,34,36,67,9,3
19,74,48,49,45,5
12,53,57,53,13,8
67,81,53,89,30,8
32,48,46,97,46,2
55,24,50,72,95,2
77,86,74,48,88,10
93,85,95,11,15,4
81,4,6,62,11,5
9,90,46,27,22,6
9,93,78,75,4,3
77,70,28,53,39,7
2,3,12,26,87,1
24,34,74,55,11,6
93,93,90,35,31,9
24,54,68,29,63,6
86,64,50,41,18,4
22,1,85,31,30,6
85,12,33,97,6,2
77,2,63,78,32,8
97,29,52,4,81,2
17,63,16,46,53,9
10,95,52,89,63,10
82,75,27,67,11,10
53,8,66,80,58,3
76,90,96,96,37,7
23,93,98,79,11,3
20,77,56,77,94,9
31,13,38,86,56,5
26,23,68,55,4,7
23,29,16,9,36,1
15,51,23,3,29,2
66,8,52,51,15,6
33,27,92,12,19,2
52,52,100,43,38,6
48,65,25,19,53,2
67,86,87,53,61,2
36,3,31,68,2,7
58,14,29,75,13,9
12,35,98,92,94,4
23,98,38,22,15,1
71,24,18,73,6,7
19,91,64,31,52,8
50,87,77,36,89,8
21,90,69,44,46,10
45,37,84,20,14,2
15,37,10,69,56,10
44,1,68,37,19,10
56,10,88,42,62,5
77,60,74,99,87,7
46,80,26,92,2,8
89,46,96,30,62,4
95,13,8,2,18,6
99,89,72,42,28,4
57,67,20,92,15,9
26,47,35,79,61,7
31,29,81,91,24,5
19,91,36,30,19,2
88,81,32,85,66,5
95,31,52,43,20,9
97,74,28,2,81,10
61,72,56,94,94,8
100,78,63,80,57,10
63,39,11,89,25,5
85,55,1,15,69,8
20,87,79,41,40,8
99,16,67,97,85,8
34,58,72,36,27,9
19,81,33,25,21,8
37,34,91,10,67,10
35,46,36,44,36,1
74,89,35,21,27,2
20,55,17,22,47,9
86,60,58,64,29,3
30,19,36,89,28,1
23,1,36,12,69,5
39,81,53,22,8,6
74,2,80,17,89,4
63,84,85,20,24,7
82,80,7,69,68,8
29,14,42,88,54,6
13,27,29,27,41,2
87,26,17,46,55,7
84,40,4,55,69,7
68,57,8,23,24,6
27,99,42,36,36,4
21,5,100,98,62,4
36,35,37,5,27,9
74,82,97,90,83,9
56,28,3,34,90,2
99,81,47,10,93,7
50,91,44,14,76,1
67,68,17,53,90,4
57,30,68,38,64,10
44,85,52,48,29,3
10,57,50,8,53,5
67,66,96,20,94,10
63,15,71,43,39,7
14,19,20,91,74,6
55,26,46,88,49,4
26,49,79,35,10,6
23,81,20,95,74,6
71,79,4,83,28,7
87,96,48,59,39,2
26,44,59,4,5,6
28,69,91,92,42,4
72,55,80,96,77,2
84,62,67,49,36,8
48,94,69,98,46,9
34,66,1,28,43,6
94,46,74,69,14,6
45,36,76,22,18,2
64,30,98,94,52,2
77,13,16,89,68,10
99,48,59,31,58,2
58,36,55,25,4,2
31,92,40,90,65,1
48,44,88,21,89,4
36,35,23,44,44,6
18,91,13,68,81,2
44,54,90,43,55,3
19,53,46,67,19,7
53,89,23,63,22,3
36,67,27,40,21,7
25,1,40,100,91,7
28,64,18,11,57,8
54,13,71,15,10,7
13,7,68,87,9,6
15,35,33,42,8,9
10,55,34,100,90,8
50,23,88,82,74,5
39,31,49,42,74,2
9,58,37,19,61,5
37,54,3,21,42,1
19,49,21,37,26,9
26,70,32,24,35,1
93,89,9,70,44,8
5,35,25,20,71,10
27,48,35,62,19,4
67,96,93,15,6,1
93,42,96,59,91,3
74,58,46,53,28,6
34,65,33,24,78,10
11,53,22,28,63,8
46,2,51,76,12,1
26,46,69,24,42,1
2,19,82,98,98,1
60,43,97,22,52,1
20,37,87,71,6,7
45,83,16,16,88,8
61,78,61,39,17,7
69,59,57,41,79,1
35,53,19,91,56,4
58,47,87,90,59,5
50,87,84,10,79,9
37,96,90,82,75,1
30,10,32,92,46,2
89,31,5,55,49,3
93,19,36,17,73,3
90,87,85,63,37,8
60,83,35,67,25,5
98,60,41,10,82,2
67,46,51,58,31,3
48,37,7,81,100,8
15,59,5,58,81,5
96,67,85,92,44,10
58,96,50,15,75,2
71,73,32,54,84,5
19,87,100,84,53,4
2,64,29,26,48,5
65,87,63,4,52,9
27,75,70,70,99,2
43,80,36,17,1,10
21,45,11,15,22,1
67,47,23,41,98,7
1,41,82,42,49,10
13,25,38,23,52,9
50,71,30,36,8,2
90,73,18,40,45,7
39,78,2,32,54,2
56,54,17,56,65,3
54,82,72,44,61,6
1,2,25,19,68,3
19,75,13,20,32,5
38,74,46,44,84,10
47,53,44,86,60,5
32,12,70,91,52,2
38,88,15,90,43,7
11,38,85,50,57,3
51,94,69,1,59,2
14,15,91,19,51,10
85,93,62,32,19,8
32,65,1,37,52,5
66,77,38,34,60,4
30,31,82,2,59,9
7,65,17,6,2,6
13,72,40,60,17,6
15,52,34,7,73,10
31,39,58,48,62,8
48,21,97,5,97,5
24,6,84,54,59,4
57,27,93,52,31,2
40,58,2,45,95,5
17,97,86,30,2,2
15,7,91,58,42,6
43,33,17,42,61,7
13,9,11,36,24,8
63,15,72,6,31,9
95,75,84,17,44,3
35,60,18,46,76,6
45,92,95,4,88,10
72,73,99,51,14,7
93,25,33,32,1,3
38,95,54,68,91,6
85,23,100,98,2,2
80,5,80,25,94,8
83,43,69,34,72,9
80,78,63,81,53,6
42,19,5,96,11,10
45,71,43,68,33,5
77,65,88,17,31,6
78,19,57,42,89,9
38,8,80,94,76,5
97,61,51,31,60,3
48,13,73,64,51,2
40,66,92,44,54,6
84,59,12,20,48,9
1,13,12,95,68,5
20,11,34,76,83,6
32,73,46,83,51,3
30,40,33,83,27,3
28,74,89,18,55,9
79,29,32,27,9,3
34,27,49,81,6,2
20,91,89,78,92,10
9,18,53,81,100,2
43,96,84,9,35,10
37,20,1,46,45,2
4,37,48,41,64,9
96,51,93,30,94,2
44,25,90,81,43,9
76,35,31,88,34,9
65,50,44,60,33,7
33,89,3,42,1,6
41,44,66,21,18,3
59,64,75,3,80,10
22,80,80,8,96,4
71,52,12,17,28,3
56,41,42,17,12,8
1,13,64,86,90,10
58,85,3,84,57,1
33,100,33,88,70,8
63,3,7,44,82,6
13,94,1,70,36,1
60,96,61,59,71,3
89,58,82,52,71,1
62,70,8,20,45,4
41,25,93,24,20,10
62,57,40,14,72,1
90,24,7,2,4,5
26,69,60,18,45,6
84,40,61,70,95,3
26,96,68,24,21,6
80,56,12,31,40,8
45,49,28,40,95,7
16,79,44,4,34,4
16,67,79,35,61,2
94,21,8,28,56,2
25,18,65,44,32,3
65,17,61,20,56,3
68,85,32,69,31,2
67,78,45,54,64,4
43,76,79,70,30,6
99,45,22,10,56,5
25,83,21,34,13,6
68,89,84,10,38,10
15,52,17,69,50,10
88,14,1,4,49,10
52,56,68,16,37,2
1,56,51,43,48,6
24,66,83,41,7,8
54,68,55,56,20,3
84,18,86,45,30,8
97,68,78,24,94,4
68,88,44,51,41,4
17,36,26,57,43,1
97,35,2,78,80,10
69,64,89,49,23,7
24,13,93,69,63,6
93,27,10,39,44,9
44,45,70,78,16,4
36,90,42,40,97,4
45,2,47,3,87,8
22,73,72,70,5,1
40,44,94,95,85,2
95,62,73,40,91,3
76,80,3,76,82,10
67,57,68,39,67,2
50,68,51,26,14,9
1,100,49,3,3,8
18,80,46,21,74,4
91,32,81,55,78,7
20,83,9,93,41,8
11,64,15,91,83,7
8,33,86,96,8,9
78,89,57,41,53,3
52,4,30,41,54,4
72,41,1,55,15,7
21,19,88,100,17,3
29,89,41,48,12,2
53,8,71,42,59,5
29,88,56,77,40,10
11,35,34,47,6,6
23,35,74,29,78,3
95,98,3,41,59,8
100,31,47,53,72,2
9,51,53,100,10,7
98,30,67,66,38,4
95,55,79,98,45,10
11,91,23,14,16,3
11,63,61,82,63,2
8,11,11,5,78,1
32,34,46,83,88,5
79,43,99,39,15,3
48,76,49,38,91,3
89,92,20,61,64,9
8,40,63,18,11,1
59,56,19,29,16,9
5,93,10,1,29,4
59,61,99,71,69,7
12,100,77,28,23,6
16,28,71,75,70,5
48,76,5,86,68,9
10,17,24,34,83,9
11,16,74,19,32,4
54,66,47,54,14,3
42,58,89,62,44,1
56,74,97,53,67,4
51,82,31,42,97,6
95,81,17,68,15,8
73,7,33,71,50,7
92,52,27,12,3,5
86,52,67,89,96,2
36,11,42,59,14,10
80,53,91,31,44,5
77,38,94,71,13,2
52,27,100,31,70,6
81,100,3,25,85,5
32,63,28,92,69,7
44,47,80,33,78,2
5,13,26,82,93,9
43,50,56,64,69,6
51,16,65,66,27,5
11,15,29,4,33,5
31,51,1,65,85,8
51,7,23,87,12,1
97,59,1,99,99,7
4,34,87,92,94,9
14,5,61,81,47,9
78,12,61,80,6,6
58,4,35,75,94,6
95,5,43,95,33,6
63,9,44,80,45,6
63,25,24,38,93,4
54,64,81,12,20,2
31,23,80,75,71,3
36,52,99,3,86,8
15,6,43,94,61,4
72,64,71,68,64,4
79,74,76,38,8,4
98,53,55,56,67,9
76,10,58,99,79,1
80,8,45,70,66,10
96,81,16,74,72,6
91,8,74,1,53,1
83,99,31,37,42,1
27,35,21,20,4,4
67,33,56,95,57,5
21,64,41,57,54,4
42,27,42,88,87,4
56,97,72,38,63,6
33,33,47,91,14,7
29,47,41,73,96,5
68,35,79,40,77,6
65,38,79,58,35,8
47,34,32,93,91,3
37,46,90,89,61,10
26,80,79,9,92,10
16,45,32,56,30,7
3,42,45,28,58,6
24,11,12,24,3,6
51,57,18,12,8,9
70,63,27,67,42,5
35,55,18,31,54,5
14,76,14,79,86,7
91,46,33,21,67,9
39,11,99,8,22,8
27,76,86,11,93,10
72,24,22,58,28,6
40,45,99,68,81,5
4,98,80,23,84,2
75,74,7,54,11,1
80,86,56,85,38,5
9,1,3,26,83,8
64,58,6,69,50,3
9,89,45,13,42,8
18,69,66,95,50,6
23,59,97,20,74,7
64,62,44,84,27,8
50,4,89,6,2,6
65,100,29,62,82,1
96,81,98,82,53,3
85,86,80,58,20,3
36,49,59,12,54,1
93,95,75,83,83,6
22,22,28,96,52,2
77,23,71,3,73,5
56,31,72,28,90,1
83,5,85,1,83,10
25,68,80,76,15,7
58,91,1,93,29,2
71,48,64,12,36,7
57,31,97,56,76,1
54,5,48,97,13,4
6,32,96,73,84,3
9,58,7,47,12,4
33,40,91,2,73,5
54,52,59,74,91,10
31,75,16,68,30,4
76,99,43,29,24,6
5,73,75,88,92,1
35,54,88,54,89,7
42,88,24,1,9,5
36,13,31,89,45,5
60,74,95,27,80,9
46,79,92,64,91,8
94,8,32,57,86,8
17,95,17,92,1,6
97,92,17,69,2,8
33,10,70,63,87,6
53,90,51,28,18,8
77,28,34,97,40,8
97,22,73,16,30,8
85,55,78,25,17,4
1,45,96,83,44,10
14,52,96,78,37,4
57,24,94,72,78,1
8,51,65,78,27,3
90,54,92,9,55,6
51,43,56,100,97,2
6,39,5,60,5,3
2,79,63,14,94,1
86,5,27,15,71,5
31,8,28,74,69,6
53,24,15,13,71,6
43,89,34,12,98,1
59,81,86,43,46,4
55,86,51,21,82,1
13,13,64,19,6,8
81,51,8,9,63,3
69,23,93,2,93,9
84,40,56,53,40,10
45,38,29,57,26,3
68,5,100,81,55,1
65,67,53,15,18,4
15,26,85,46,38,10
57,8,28,39,44,2
84,27,99,14,18,10
84,100,20,55,58,6
59,91,38,34,32,5
40,45,21,10,100,1
96,89,80,49,36,9
62,2,30,11,52,2
78,24,37,60,52,1
73,26,98,26,80,6
92,70,97,98,7,9
96,25,37,88,38,9
42,60,56,35,32,3
68,65,27,74,93,2
74,68,22,83,69,8
63,45,58,26,5,10
33,25,63,72,65,1
80,68,69,98,23,3
59,38,98,66,41,7
11,61,44,1,96,10
3,34,100,64,46,9
3,55,46,73,61,8
18,2,51,63,37,2
93,94,95,9,82,3
30,64,13,76,45,2
12,84,3,7,21,7
14,71,74,91,38,2
63,99,57,31,4,7
66,21,58,51,86,3
9,79,74,88,86,5
90,74,32,33,7,5
47,54,33,27,13,3
48,92,44,96,67,10
33,12,64,96,31,3
90,59,55,22,31,7
60,12,3,39,75,5
90,71,14,7,36,5
65,56,64,50,36,8
91,84,86,26,69,1
24,8,14,100,86,9
97,24,25,6,70,4
76,90,91,78,40,3
37,63,68,47,58,7
94,44,31,67,71,5
55,25,42,42,60,9
25,95,4,15,99,3
27,25,44,3,91,1
6,58,11,49,53,10
3,15,63,76,45,2
69,62,11,14,80,4
16,58,91,86,36,8
43,66,81,29,25,3
82,50,30,27,59,3
56,27,93,71,92,7
1,52,22,85,74,1
89,94,36,32,36,5
61,22,19,84,78,10
95,16,14,86,68,1
40,75,62,52,62,3
75,17,32,58,63,3
99,67,27,72,34,3
27,66,59,5,28,6
44,48,17,19,63,2
36,30,88,13,27,2
5,93,13,13,90,6
45,76,91,45,76,4
83,11,40,97,72,4
36,55,86,36,21,1
33,69,56,78,100,10
45,36,31,34,24,4
62,44,67,24,55,1
25,89,38,31,39,9
81,73,79,12,96,4
15,6,2,16,6,9
86,7,8,85,13,10
53,92,12,69,80,5
59,72,54,54,30,3
69,71,30,16,94,2
12,90,74,65,51,2
65,84,96,49,75,7
93,22,41,80,31,6
53,41,8,59,51,4
81,35,19,3,62,6
87,29,3,87,83,3
19,26,48,18,67,2
56,58,8,66,36,3
85,65,95,99,11,10
57,71,95,3,39,9
63,78,63,8,49,8
43,71,2,56,37,9
51,80,28,76,32,7
8,87,8,6,83,4
66,60,95,14,41,10
12,11,12,94,83,9
81,52,51,39,88,6
38,61,4,30,29,7
1,15,91,56,89,9
51,71,41,34,58,4
31,12,80,34,35,3
10,62,35,61,13,3
25,50,64,85,96,9
60,76,21,5,82,5
38,95,60,34,7,1
86,77,99,82,100,8
53,75,88,35,45,4
97,40,20,31,52,7
93,24,3,63,96,8
91,86,19,17,24,3
96,9,45,89,83,4
87,84,81,93,69,2
89,79,65,98,40,3
12,80,69,91,2,8
55,29,79,43,60,3
45,88,14,84,8,5
43,79,74,33,27,10
25,100,37,65,70,1
56,44,61,17,30,1
14,75,44,95,69,10
98,47,92,83,21,6
36,51,55,22,77,3
82,63,96,55,44,8
11,26,41,21,27,7
12,81,14,76,1,2
75,2,22,18,50,4
9,9,40,66,65,1
100,86,10,83,72,5
10,49,38,93,98,2
62,75,40,70,89,10
32,99,34,21,83,7
13,95,62,70,66,8
76,60,88,47,96,8
68,98,82,26,14,2
43,79,13,52,11,4
66,86,43,52,69,8
34,62,24,40,76,9
2,83,6,85,62,4
92,22,83,81,42,4
88,1,37,92,17,2
67,99,19,80,81,10
99,65,30,81,16,6
20,14,96,89,45,8
33,76,72,44,37,10
96,1,30,66,71,8
77,97,74,11,93,9
53,50,23,29,14,1
6,95,15,2,74,5
61,4,41,85,20,2
69,94,42,7,41,4
57,63,57,89,60,9
25,33,95,71,56,8
35,4,97,45,52,2
77,62,6,69,49,8
70,77,57,81,70,7
33,10,53,17,40,6
60,46,88,90,5,4
78,34,62,71,75,2
38,65,12,18,30,9
46,30,38,38,53,9
33,41,15,49,92,3
29,99,14,15,77,7
7,65,29,83,68,4
61,24,82,81,83,8
87,79,47,90,31,3
98,10,58,20,68,6
43,17,74,49,83,6
31,24,89,36,65,4
84,61,68,25,16,7
99,13,63,14,93,7
92,71,33,53,13,8
73,98,43,62,86,9
22,28,52,95,52,1
48,27,68,36,54,2
86,62,65,80,16,7
88,48,20,46,21,6
93,30,98,15,64,6
12,92,15,45,96,2
79,17,79,85,28,9
98,66,64,30,64,2
52,61,86,45,14,6
95,64,90,96,89,7
23,41,56,100,79,4
31,84,34,99,82,5
15,27,26,88,96,7
46,39,90,15,2,5
83,48,74,51,6,3
38,6,76,97,71,9
21,61,76,23,91,10
81,45,8,3,35,3
52,82,96,6,82,6
83,99,17,4,32,3
8,38,32,45,11,3
33,78,77,81,76,10
40,93,84,31,48,2
37,19,25,10,50,2
88,44,98,83,70,10
42,99,27,10,62,3
21,82,65,68,44,4
43,48,70,8,35,10
88,13,29,80,55,8
69,32,54,28,78,9
29,100,13,49,9,2
3,16,96,65,50,2
90,90,85,85,93,6
4,27,50,78,12,7
1,76,15,44,71,10
37,18,47,37,16,9
87,71,99,76,6,4
92,77,83,88,35,2
52,88,4,25,55,8
35,2,5,86,85,8
1,43,73,69,64,9
63,56,76,87,54,3
9,52,76,60,54,5
27,31,7,66,9,10
40,37,19,80,94,8
26,57,75,61,43,7
31,4,18,4,17,6
71,78,94,23,17,2
99,57,78,85,86,9
6,65,28,73,35,4
59,67,22,51,50,3
18,35,60,7,43,2
83,54,39,60,45,7
44,93,25,62,78,9
50,37,43,14,92,3
36,80,3,8,79,8
2,88,94,39,72,5
58,39,42,77,83,4
63,75,15,8,29,7
79,25,58,59,44,4
50,69,86,68,88,8
18,24,5,60,49,6
54,24,39,61,36,3
73,44,99,84,40,10
27,39,80,30,4,10
2,2,33,24,39,10
32,67,59,84,9,2
86,15,92,54,39,7
54,13,74,97,62,4
44,20,37,60,40,6
81,55,13,44,71,4
77,32,2,2,23,7
87,70,84,46,56,6
20,5,20,35,34,3
38,4,19,98,97,8
77,59,31,30,18,8
5,44,22,10,72,7
50,73,83,99,22,6
62,98,76,53,44,9
55,99,72,6,23,7
18,80,35,22,74,10
32,50,12,95,12,9
73,77,96,6,54,8
7,94,96,18,18,5
45,21,75,18,46,7
73,85,3,46,36,4
38,25,76,69,8,2
66,92,41,6,93,5
35,87,7,57,6,10
59,19,51,27,39,7
17,56,65,38,49,10
4,4,22,89,54,5
4,63,1,73,100,7
41,68,84,24,74,5
10,22,65,91,19,7
63,33,82,9,50,8
20,34,24,57,14,10
4,51,62,8,92,4
16,37,90,82,15,7
44,18,68,88,12,8
68,44,21,74,19,2
11,15,69,2,63,10
67,69,39,15,84,4
88,91,26,50,25,1
88,22,5,74,73,3
95,52,87,65,10,6
28,26,82,96,32,2
18,44,55,39,16,3
32,60,1,30,5,1
91,64,30,4,1,5
79,12,72,39,80,4
19,33,57,30,72,3
37,33,67,36,4,7
55,73,72,55,59,6
49,92,88,40,5,2
91,3,63,17,15,5
57,85,46,43,35,7
28,95,29,22,9,3
48,67,17,100,47,9
65,57,41,66,7,5
32,49,85,86,26,4
71,79,34,25,72,5
42,22,11,92,18,2
71,45,98,86,2,3
97,7,89,80,5,9
31,83,91,82,78,2
93,57,43,47,8,2
43,76,46,55,32,9
95,54,91,98,93,8
65,20,18,95,76,10
59,90,47,100,62,4
95,52,4,99,37,1
95,3,75,79,16,5
85,1,31,73,27,10
14,93,49,91,90,4
57,15,93,34,94,2
95,3,71,65,29,8
78,47,68,52,34,9
78,76,53,62,2,10
99,25,64,50,2,10
44,28,3,92,78,1
47,58,46,29,56,7
92,43,40,36,27,8
40,3,72,84,27,1
74,48,76,66,9,2
44,55,65,29,56,5
74,59,44,58,68,6
13,90,56,30,91,6
82,61,74,49,17,4
84,53,18,44,13,2
68,13,55,35,84,5
20,74,71,64,70,8
32,86,10,4,6,8
31,98,76,35,35,3
18,75,34,76,3,8
58,66,80,32,53,3
8,73,1,84,84,8
56,96,82,43,34,2
4,93,8,80,61,8
81,99,54,24,83,10
63,67,92,64,74,7
22,43,23,54,7,9
42,69,52,95,2,6
23,43,46,69,40,3
40,100,23,1,75,7
50,15,55,14,75,6
83,16,74,58,83,6
48,77,74,20,99,6
14,54,9,45,50,2
24,97,1,26,51,10
68,4,55,14,43,3
42,8,75,78,99,3
37,57,94,37,27,10
42,29,49,53,72,6
48,65,91,90,21,6
59,85,18,16,86,2
97,34,46,21,44,6
23,87,22,24,60,6
36,95,28,68,6,10
89,86,61,82,22,10
76,19,55,77,95,5
37,76,86,46,89,3
62,34,38,79,11,7
48,64,6,48,44,1
76,27,50,64,75,9
88,65,22,26,93,8
1,38,22,11,68,4
93,26,57,82,3,7
64,86,14,26,46,7
21,43,74,41,75,9
50,21,12,66,56,6
28,21,64,56,97,1
7,2,41,95,80,9
45,18,24,53,41,6
90,73,64,85,74,3
92,3,31,4,8,5
82,5,77,11,64,9
54,33,26,85,7,8
60,60,66,30,66,2
72,20,2,24,82,2
46,73,6,85,84,4
10,81,32,41,85,10
17,91,56,7,78,3
79,46,36,15,84,9
66,37,86,100,93,2
44,68,36,17,45,7
2,33,50,43,72,1
49,21,66,51,33,6
61,76,10,12,66,2
54,9,15,37,78,5
13,86,21,53,29,10
90,64,66,77,23,3
50,42,28,81,26,4
84,43,100,19,89,2
17,59,2,11,47,2
4,45,40,56,79,10
49,75,29,61,32,8
74,4,61,80,79,7
82,17,6,5,50,3
63,64,74,82,19,4
65,50,23,81,4,3
99,54,18,77,78,5
2,10,63,45,51,4
86,10,24,76,77,6
97,67,12,2,54,6
13,89,97,59,88,3
14,43,99,8,50,8
58,22,9,1,5,7
79,10,79,85,80,8
39,27,37,16,79,8
12,4,25,8,56,10
12,47,53,24,31,8
85,98,77,81,75,2
16,18,79,42,7,5
94,95,63,81,13,2
72,54,3,51,94,3
78,97,38,94,15,9
90,76,65,8,68,4
70,49,30,37,5,5
7,2,98,42,1,8
72,98,98,94,19,9
5,71,65,38,24,8
84,55,94,68,97,4
22,16,43,27,59,10
11,41,1,61,4,3
10,62,54,85,59,3
38,70,96,89,61,3
63,44,27,25,81,2
42,1,48,91,92,9
5,63,90,81,44,5
60,100,22,14,16,9
25,29,32,64,37,10
74,31,99,17,87,6
30,12,75,65,65,5
56,76,63,65,19,4
80,50,75,18,37,9
52,32,92,96,10,9
55,53,51,43,43,7
29,46,42,66,79,10
16,29,63,72,10,9
95,65,50,96,33,6
39,49,96,51,57,9
98,39,24,95,47,7
55,71,5,57,68,6
89,36,46,41,73,9
9,28,73,26,5,8
54,83,54,85,67,10
95,79,60,100,85,6
9,81,75,43,13,10
29,93,1,48,87,8
52,80,36,57,6,9
92,28,46,78,12,10
9,70,3,92,38,7
67,21,99,28,76,3
76,17,17,5,31,5
20,81,15,3,72,4
85,93,95,81,5,7
69,89,56,6,58,8
23,2,20,6,27,7
62,17,17,58,19,5
1,21,19,37,66,1
3,53,83,14,33,6
27,2,96,40,19,2
25,60,73,30,32,7
29,72,24,96,80,10
4,95,7,75,86,10
80,83,25,11,66,5
14,25,54,65,83,8
57,63,49,28,2,4
84,78,76,45,46,7
80,85,56,84,12,3
19,33,15,73,63,1
50,7,56,12,38,7
97,98,26,89,26,5
63,37,72,12,17,8
66,70,12,94,69,5
58,56,98,82,21,4
35,3,56,8,67,4
57,61,79,50,77,2
4,21,63,79,95,4
23,73,95,87,19,9
27,47,60,78,76,4
65,58,25,70,56,10
29,88,43,15,100,9
86,64,66,57,83,10
37,57,94,16,10,10
65,41,10,67,98,10
44,57,31,97,71,10
27,81,15,73,15,1
14,100,43,3,92,7
62,66,91,54,94,2
24,69,35,100,42,4
43,60,60,27,20,8
68,89,50,100,36,10
74,49,8,30,10,7
99,85,20,23,57,8
17,88,3,11,29,7
81,18,56,79,67,7
78,67,42,81,50,10
2,46,32,41,67,4
32,61,55,54,49,6
56,77,46,96,24,3
99,8,57,83,87,9
7,46,95,77,1,3
22,17,95,32,71,3
54,39,10,65,81,6
62,62,33,12,93,2
4,62,2,80,89,10
57,7,74,14,76,2
39,71,48,66,62,7
83,61,10,30,83,10
11,50,36,65,48,5
44,13,13,22,65,4
73,66,45,31,35,8
2,44,67,75,94,5
17,59,94,93,80,7
39,19,28,10,97,8
82,7,38,79,52,2
35,43,38,8,81,8
13,69,39,87,25,6
5,85,19,99,59,5
13,46,39,47,30,1
73,34,51,36,24,2
23,70,95,88,54,6
1,45,7,52,62,6
96,57,99,44,14,10
71,82,52,3,35,3
